table_name,json_line
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47025"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_82e683626002"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00132"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47026"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_4ba7d75fa805"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00060"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47027"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_b16a878dc6cf"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00020"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47028"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_4f09e2ed9e73"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00095"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47029"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_f66a24c180b9"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00104"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47030"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_78a5bcdde253"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00034"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47031"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_ff7efe3dce2e"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00141"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47032"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_2c13aa31320c"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00109"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47033"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_4b743e526228"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00120"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47034"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_3c0efeef56ba"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00138"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47035"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_f66c62dbee1e"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00050"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47036"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_91e9a74a5cf2"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00139"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47037"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_aee996c620d2"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00091"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47038"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_e7401e1c2151"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00063"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47039"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": true, ""is_current"": true, ""memory_id"": ""INV_21e774f47785"", ""priority"": ""Medium"", ""recommended_action"": ""Reorder"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00019"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47040"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_590f14cf3060"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00119"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47041"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": true, ""is_current"": true, ""memory_id"": ""INV_2c7f01a906df"", ""priority"": ""Medium"", ""recommended_action"": ""Reorder"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00102"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47042"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_3fe8ecc5148d"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00084"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47043"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_09e0b7fd23dc"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00031"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47044"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_878757a6ea2f"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00010"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47045"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": true, ""is_current"": true, ""memory_id"": ""INV_1abdd6f0e517"", ""priority"": ""Medium"", ""recommended_action"": ""Reorder"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00121"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47046"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_da1717129343"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00067"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47047"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_cb960d8b1641"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00080"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47048"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_d8ef31cf541f"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00135"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_47049"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_e64639b9fe38"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00005"", ""source_type"": ""synthetic"", ""store_id"": ""ST004"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_business_claims,"{""allowed_status"": ""allowed"", ""claim_boundary"": ""Allowed as readiness/scaffold wording only."", ""claim_text"": ""The system is Fabric-ready or Fabric-scaffolded through local bundle, notebook, and evidence-boundary design."", ""claim_type"": ""fabric_ready"", ""entity_type"": ""BusinessClaim"", ""evidence_id"": ""evidence_fabric_live_manifest"", ""is_current"": true, ""memory_id"": ""CLAIM_8a0207255abf"", ""reason"": ""Readiness is an architecture/scaffold claim, not live Fabric execution."", ""run_id"": ""RUN_20260526T152031+0000"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_business_claims,"{""allowed_status"": ""blocked"", ""claim_boundary"": ""Live claims require captured external Fabric evidence."", ""claim_text"": ""The system has live Microsoft Fabric evidence."", ""claim_type"": ""fabric_live"", ""entity_type"": ""BusinessClaim"", ""evidence_id"": ""evidence_fabric_live_proof"", ""is_current"": true, ""memory_id"": ""CLAIM_af5bb952c53f"", ""reason"": ""No API-verified workspace/item, screenshot, notebook, or pipeline evidence detected."", ""run_id"": ""RUN_20260526T152031+0000"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_business_claims,"{""allowed_status"": ""blocked"", ""claim_boundary"": ""Blocked unless production controls are implemented and evidenced."", ""claim_text"": ""The system is enterprise-production deployed."", ""claim_type"": ""enterprise_production"", ""entity_type"": ""BusinessClaim"", ""evidence_id"": ""evidence_data_quality"", ""is_current"": true, ""memory_id"": ""CLAIM_fda571c82e24"", ""reason"": ""Production requires governed data feeds, security/RBAC, CI/CD, monitoring, users, approvals, and operational run history."", ""run_id"": ""RUN_20260526T152031+0000"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_business_claims,"{""allowed_status"": ""conditional"", ""claim_boundary"": ""Do not claim production performance or deep-learning superiority without validation evidence."", ""claim_text"": ""The current best model under the generated outputs can be described as best-ranked within this run."", ""claim_type"": ""model_performance"", ""entity_type"": ""BusinessClaim"", ""evidence_id"": ""evidence_model_comparison"", ""is_current"": true, ""memory_id"": ""CLAIM_2bd95d70d6c6"", ""reason"": ""Model results are valid only within current demo/pilot outputs and require real temporal validation before operational claims."", ""run_id"": ""RUN_20260526T152031+0000"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_business_claims,"{""allowed_status"": ""conditional"", ""claim_boundary"": ""Human approval required for high-risk actions."", ""claim_text"": ""Inventory recommendations can support human review."", ""claim_type"": ""inventory_action"", ""entity_type"": ""BusinessClaim"", ""evidence_id"": ""evidence_inventory_recommendations"", ""is_current"": true, ""memory_id"": ""CLAIM_2b25b56f8ae1"", ""reason"": ""Recommendations are advisory and should not auto-execute in demo or pilot mode."", ""run_id"": ""RUN_20260526T152031+0000"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_business_claims,"{""allowed_status"": ""blocked"", ""claim_boundary"": ""Real integration requires authorized enterprise source feeds and documentation."", ""claim_text"": ""The system is integrated with real enterprise retail systems."", ""claim_type"": ""real_enterprise_integration"", ""entity_type"": ""BusinessClaim"", ""evidence_id"": ""evidence_data_quality"", ""is_current"": true, ""memory_id"": ""CLAIM_d0fdf458bb03"", ""reason"": ""Synthetic data cannot prove real enterprise source-system integration."", ""run_id"": ""RUN_20260526T152031+0000"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_business_claims,"{""allowed_status"": ""allowed"", ""claim_boundary"": ""Allowed as API-ready architecture, not live enterprise API integration."", ""claim_text"": ""The system includes an API-ready connector architecture."", ""claim_type"": ""api_connector"", ""entity_type"": ""BusinessClaim"", ""evidence_id"": ""evidence_data_quality"", ""is_current"": true, ""memory_id"": ""CLAIM_77b442079a67"", ""reason"": ""The script documents connector responsibilities and mocked/file-based calls; live calls remain blocked without credentials/endpoints."", ""run_id"": ""RUN_20260526T152031+0000"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_temporal_facts,"{""claim_boundary"": ""Source type controls allowable claims."", ""entity_type"": ""TemporalFact"", ""evidence_id"": ""evidence_data_quality"", ""fact_type"": ""source"", ""is_current"": true, ""memory_id"": ""FACT_c50100d9f498"", ""object_value"": ""synthetic"", ""predicate"": ""has_source_type"", ""previous_value"": null, ""run_id"": ""RUN_20260526T152031+0000"", ""subject"": ""retail_decision_support_system"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_temporal_facts,"{""claim_boundary"": ""Best-ranked model is only current-run evidence."", ""entity_type"": ""TemporalFact"", ""evidence_id"": ""evidence_model_comparison"", ""fact_type"": ""model"", ""is_current"": true, ""memory_id"": ""FACT_51c197ce4a85"", ""object_value"": ""lstm_gru_sequence"", ""predicate"": ""best_ranked_model"", ""previous_value"": null, ""run_id"": ""RUN_20260526T152031+0000"", ""subject"": ""current_run"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_temporal_facts,"{""claim_boundary"": ""MAE is current output evidence, not production proof."", ""entity_type"": ""TemporalFact"", ""evidence_id"": ""evidence_model_comparison"", ""fact_type"": ""model"", ""is_current"": true, ""memory_id"": ""FACT_bce7c06b3f57"", ""object_value"": ""2.85"", ""predicate"": ""best_reported_mae"", ""previous_value"": null, ""run_id"": ""RUN_20260526T152031+0000"", ""subject"": ""current_run"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_temporal_facts,"{""claim_boundary"": ""Drift watch count supports review, not automatic retraining."", ""entity_type"": ""TemporalFact"", ""evidence_id"": ""evidence_drift_monitor"", ""fact_type"": ""monitoring"", ""is_current"": true, ""memory_id"": ""FACT_41703a9547f0"", ""object_value"": ""4"", ""predicate"": ""drift_watch_count"", ""previous_value"": null, ""run_id"": ""RUN_20260526T152031+0000"", ""subject"": ""current_run"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_temporal_facts,"{""claim_boundary"": ""Approval count supports human review queue."", ""entity_type"": ""TemporalFact"", ""evidence_id"": ""evidence_inventory_recommendations"", ""fact_type"": ""approval"", ""is_current"": true, ""memory_id"": ""FACT_0f95d43e3d65"", ""object_value"": ""50"", ""predicate"": ""approval_required_count"", ""previous_value"": null, ""run_id"": ""RUN_20260526T152031+0000"", ""subject"": ""current_run"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_temporal_facts,"{""claim_boundary"": ""Quality failures block stronger claims."", ""entity_type"": ""TemporalFact"", ""evidence_id"": ""evidence_data_quality"", ""fact_type"": ""quality"", ""is_current"": true, ""memory_id"": ""FACT_b1e05013d403"", ""object_value"": ""0"", ""predicate"": ""quality_fail_count"", ""previous_value"": null, ""run_id"": ""RUN_20260526T152031+0000"", ""subject"": ""current_run"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_temporal_facts,"{""claim_boundary"": ""Quality warnings require review."", ""entity_type"": ""TemporalFact"", ""evidence_id"": ""evidence_data_quality"", ""fact_type"": ""quality"", ""is_current"": true, ""memory_id"": ""FACT_e40ee97dfa50"", ""object_value"": ""0"", ""predicate"": ""quality_warning_count"", ""previous_value"": null, ""run_id"": ""RUN_20260526T152031+0000"", ""subject"": ""current_run"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_temporal_facts,"{""claim_boundary"": ""Zero means no API workspace proof."", ""entity_type"": ""TemporalFact"", ""evidence_id"": ""evidence_fabric_live_proof"", ""fact_type"": ""fabric"", ""is_current"": true, ""memory_id"": ""FACT_99f7751815df"", ""object_value"": ""0"", ""predicate"": ""api_verified_workspace_rows"", ""previous_value"": null, ""run_id"": ""RUN_20260526T152031+0000"", ""subject"": ""fabric_live_demo"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_temporal_facts,"{""claim_boundary"": ""Zero means no API item proof."", ""entity_type"": ""TemporalFact"", ""evidence_id"": ""evidence_fabric_live_proof"", ""fact_type"": ""fabric"", ""is_current"": true, ""memory_id"": ""FACT_ca1c46fdd6d7"", ""object_value"": ""0"", ""predicate"": ""api_verified_item_rows"", ""previous_value"": null, ""run_id"": ""RUN_20260526T152031+0000"", ""subject"": ""fabric_live_demo"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_temporal_facts,"{""claim_boundary"": ""Zero means no screenshot evidence."", ""entity_type"": ""TemporalFact"", ""evidence_id"": ""evidence_fabric_live_proof"", ""fact_type"": ""fabric"", ""is_current"": true, ""memory_id"": ""FACT_7dfa9205ce2d"", ""object_value"": ""0"", ""predicate"": ""registered_screenshot_rows"", ""previous_value"": null, ""run_id"": ""RUN_20260526T152031+0000"", ""subject"": ""fabric_live_demo"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_temporal_facts,"{""claim_boundary"": ""Production is blocked unless controls and run evidence exist."", ""entity_type"": ""TemporalFact"", ""evidence_id"": ""evidence_data_quality"", ""fact_type"": ""production"", ""is_current"": true, ""memory_id"": ""FACT_33bf8453f8c5"", ""object_value"": ""blocked"", ""predicate"": ""production_claim_status"", ""previous_value"": null, ""run_id"": ""RUN_20260526T152031+0000"", ""subject"": ""retail_decision_support_system"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_edges,"{""claim_boundary"": ""Edge links model memory to model-comparison evidence only."", ""edge_id"": ""EDGE_e0c21a99fb69"", ""edge_type"": ""SUPPORTED_BY"", ""evidence_id"": ""evidence_model_comparison"", ""source_entity_type"": ""ModelRun"", ""source_memory_id"": ""MODEL_dde1f5868109"", ""target_entity_type"": ""EvidenceRef"", ""target_memory_id"": ""evidence_model_comparison"", ""valid_from_utc"": ""2026-05-26T15:20:31+00:00""}"
