date,store_id,region,sku_id,product_name,department,category,brand,stock_on_hand,stock_on_order,reorder_point,days_of_supply_est,recommended_action,priority,human_review_required,source_type,claim_boundary
2026-05-25,ST004,Quebec,SKU00072,Small Devices Product 00072,Electronics,Small Devices,Brand_20,123,44,39,63.8,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00058,Outdoor Product 00058,Seasonal,Outdoor,Brand_18,53,7,24,30.9,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00046,Beverages Product 00046,Grocery,Beverages,Brand_15,6,21,18,7.0,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00006,Paper Goods Product 00006,Household,Paper Goods,Brand_08,48,19,21,35.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00039,Oral Care Product 00039,Health_Beauty,Oral Care,Brand_15,7,7,7,19.6,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00026,Accessories Product 00026,Electronics,Accessories,Brand_16,12,12,21,7.1,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00059,Holiday Product 00059,Seasonal,Holiday,Brand_26,17,6,7,31.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00140,Cleaning Product 00140,Household,Cleaning,Brand_05,20,11,14,26.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00035,Cleaning Product 00035,Household,Cleaning,Brand_22,14,68,61,3.4,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00130,Skin Care Product 00130,Health_Beauty,Skin Care,Brand_23,53,2,16,43.6,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00013,Outdoor Product 00013,Seasonal,Outdoor,Brand_19,5,6,23,3.9,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00149,Holiday Product 00149,Seasonal,Holiday,Brand_24,14,8,8,32.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00002,Snacks Product 00002,Grocery,Snacks,Brand_09,16,15,18,8.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00132,Small Devices Product 00132,Electronics,Small Devices,Brand_24,10,1,4,40.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00043,Outdoor Product 00043,Seasonal,Outdoor,Brand_21,5,1,7,14.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00131,Accessories Product 00131,Electronics,Accessories,Brand_05,6,6,5,12.9,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00110,Cleaning Product 00110,Household,Cleaning,Brand_08,13,4,4,36.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00149,Holiday Product 00149,Seasonal,Holiday,Brand_24,6,3,6,16.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00114,Oral Care Product 00114,Health_Beauty,Oral Care,Brand_22,16,10,9,37.3,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00047,Snacks Product 00047,Grocery,Snacks,Brand_16,5,1,3,50.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00093,Dairy Product 00093,Grocery,Dairy,Brand_17,2,1,7,5.1,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00020,Cleaning Product 00020,Household,Cleaning,Brand_16,24,2,7,37.3,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00074,Holiday Product 00074,Seasonal,Holiday,Brand_17,8,0,5,28.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00044,Holiday Product 00044,Seasonal,Holiday,Brand_26,61,14,19,44.9,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00092,Snacks Product 00092,Grocery,Snacks,Brand_01,13,2,6,28.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00082,Laundry Product 00082,Household,Laundry,Brand_16,14,8,7,35.6,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00133,Outdoor Product 00133,Seasonal,Outdoor,Brand_20,3,11,27,2.5,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00136,Beverages Product 00136,Grocery,Beverages,Brand_12,2,1,3,18.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00081,Paper Goods Product 00081,Household,Paper Goods,Brand_10,5,4,3,28.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00027,Small Devices Product 00027,Electronics,Small Devices,Brand_10,22,3,12,22.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00087,Small Devices Product 00087,Electronics,Small Devices,Brand_26,74,19,26,60.9,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00127,Laundry Product 00127,Household,Laundry,Brand_01,27,14,18,25.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00135,Garden Product 00135,Seasonal,Garden,Brand_04,0,3,3,0.0,Urgent Reorder,High,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00011,Accessories Product 00011,Electronics,Accessories,Brand_05,15,3,5,46.7,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00106,Beverages Product 00106,Grocery,Beverages,Brand_25,9,1,3,63.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00053,Personal Care Product 00053,Health_Beauty,Personal Care,Brand_12,14,7,9,28.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00063,Dairy Product 00063,Grocery,Dairy,Brand_26,10,4,12,17.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00116,Accessories Product 00116,Electronics,Accessories,Brand_19,3,2,3,12.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00129,Oral Care Product 00129,Health_Beauty,Oral Care,Brand_21,6,3,3,60.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00128,Personal Care Product 00128,Health_Beauty,Personal Care,Brand_08,23,2,18,21.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00028,Outdoor Product 00028,Seasonal,Outdoor,Brand_25,3,3,4,12.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00109,Pantry Product 00109,Grocery,Pantry,Brand_03,25,3,11,50.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00141,Paper Goods Product 00141,Household,Paper Goods,Brand_08,9,3,3,84.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00041,Accessories Product 00041,Electronics,Accessories,Brand_01,6,8,14,5.0,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00084,Oral Care Product 00084,Health_Beauty,Oral Care,Brand_02,5,1,7,17.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00119,Holiday Product 00119,Seasonal,Holiday,Brand_15,7,4,4,39.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00100,Skin Care Product 00100,Health_Beauty,Skin Care,Brand_23,9,3,3,50.4,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00118,Outdoor Product 00118,Seasonal,Outdoor,Brand_03,116,30,35,45.7,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00091,Beverages Product 00091,Grocery,Beverages,Brand_18,47,14,19,31.3,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00006,Paper Goods Product 00006,Household,Paper Goods,Brand_08,46,9,17,49.5,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00017,Snacks Product 00017,Grocery,Snacks,Brand_08,13,4,5,36.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00124,Pantry Product 00124,Grocery,Pantry,Brand_17,30,6,13,42.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00009,Oral Care Product 00009,Health_Beauty,Oral Care,Brand_09,3,1,3,14.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00001,Beverages Product 00001,Grocery,Beverages,Brand_12,33,9,12,31.9,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00014,Holiday Product 00014,Seasonal,Holiday,Brand_06,25,8,8,33.3,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00034,Pantry Product 00034,Grocery,Pantry,Brand_13,12,13,29,8.6,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00075,Garden Product 00075,Seasonal,Garden,Brand_14,3,17,15,3.8,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00048,Dairy Product 00048,Grocery,Dairy,Brand_10,3,6,10,5.6,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00049,Pantry Product 00049,Grocery,Pantry,Brand_02,28,1,9,30.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00050,Cleaning Product 00050,Household,Cleaning,Brand_03,20,4,6,70.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00005,Cleaning Product 00005,Household,Cleaning,Brand_06,21,8,9,39.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00055,Skin Care Product 00055,Health_Beauty,Skin Care,Brand_03,13,1,6,24.3,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00102,Small Devices Product 00102,Electronics,Small Devices,Brand_13,8,11,13,13.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00023,Personal Care Product 00023,Health_Beauty,Personal Care,Brand_12,26,7,14,22.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00077,Snacks Product 00077,Grocery,Snacks,Brand_20,30,3,13,56.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00029,Holiday Product 00029,Seasonal,Holiday,Brand_18,5,3,3,28.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00142,Laundry Product 00142,Household,Laundry,Brand_09,37,18,16,47.1,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00134,Holiday Product 00134,Seasonal,Holiday,Brand_11,7,2,3,49.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00103,Outdoor Product 00103,Seasonal,Outdoor,Brand_18,14,10,9,30.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00051,Paper Goods Product 00051,Household,Paper Goods,Brand_06,8,8,7,18.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00010,Skin Care Product 00010,Health_Beauty,Skin Care,Brand_02,42,2,21,45.2,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00120,Garden Product 00120,Seasonal,Garden,Brand_08,87,2,39,48.7,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00113,Personal Care Product 00113,Health_Beauty,Personal Care,Brand_06,9,3,3,36.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00058,Outdoor Product 00058,Seasonal,Outdoor,Brand_18,6,6,17,4.2,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00122,Snacks Product 00122,Grocery,Snacks,Brand_03,17,3,5,59.5,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00046,Beverages Product 00046,Grocery,Beverages,Brand_15,11,3,4,51.3,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00126,Paper Goods Product 00126,Household,Paper Goods,Brand_16,1,13,12,1.0,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00123,Dairy Product 00123,Grocery,Dairy,Brand_24,9,13,14,12.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00095,Cleaning Product 00095,Household,Cleaning,Brand_04,1,4,8,2.0,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00138,Dairy Product 00138,Grocery,Dairy,Brand_09,26,27,40,12.6,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00060,Garden Product 00060,Seasonal,Garden,Brand_05,13,2,4,60.7,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00052,Laundry Product 00052,Household,Laundry,Brand_22,9,0,3,90.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00078,Dairy Product 00078,Grocery,Dairy,Brand_06,15,2,6,42.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00031,Beverages Product 00031,Grocery,Beverages,Brand_09,45,7,17,45.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00057,Small Devices Product 00057,Electronics,Small Devices,Brand_11,34,1,11,43.3,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00038,Personal Care Product 00038,Health_Beauty,Personal Care,Brand_18,5,1,3,23.3,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST005,Atlantic,SKU00144,Oral Care Product 00144,Health_Beauty,Oral Care,Brand_09,1,1,3,5.6,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00060,Garden Product 00060,Seasonal,Garden,Brand_05,10,6,8,21.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00073,Outdoor Product 00073,Seasonal,Outdoor,Brand_20,4,1,4,14.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00106,Beverages Product 00106,Grocery,Beverages,Brand_25,1,5,5,2.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00142,Laundry Product 00142,Household,Laundry,Brand_09,22,10,16,26.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00031,Beverages Product 00031,Grocery,Beverages,Brand_09,74,20,32,44.1,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00047,Snacks Product 00047,Grocery,Snacks,Brand_16,10,1,3,56.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00105,Garden Product 00105,Seasonal,Garden,Brand_13,43,23,24,36.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00025,Skin Care Product 00025,Health_Beauty,Skin Care,Brand_21,2,1,8,4.7,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00146,Accessories Product 00146,Electronics,Accessories,Brand_19,3,2,4,10.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00042,Small Devices Product 00042,Electronics,Small Devices,Brand_23,59,3,41,30.6,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00084,Oral Care Product 00084,Health_Beauty,Oral Care,Brand_02,1,7,6,4.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00010,Skin Care Product 00010,Health_Beauty,Skin Care,Brand_02,15,13,16,19.1,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00091,Beverages Product 00091,Grocery,Beverages,Brand_18,13,17,19,8.1,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00136,Beverages Product 00136,Grocery,Beverages,Brand_12,10,3,3,70.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00123,Dairy Product 00123,Grocery,Dairy,Brand_24,79,25,24,58.2,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00016,Beverages Product 00016,Grocery,Beverages,Brand_07,16,2,5,40.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00129,Oral Care Product 00129,Health_Beauty,Oral Care,Brand_21,9,3,3,63.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00147,Small Devices Product 00147,Electronics,Small Devices,Brand_26,43,9,18,23.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00098,Personal Care Product 00098,Health_Beauty,Personal Care,Brand_20,15,6,13,15.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00137,Snacks Product 00137,Grocery,Snacks,Brand_08,1,2,3,4.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00094,Pantry Product 00094,Grocery,Pantry,Brand_20,7,11,17,6.5,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00012,Small Devices Product 00012,Electronics,Small Devices,Brand_15,7,3,3,49.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00054,Oral Care Product 00054,Health_Beauty,Oral Care,Brand_22,1,1,3,4.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00034,Pantry Product 00034,Grocery,Pantry,Brand_13,64,26,40,32.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00119,Holiday Product 00119,Seasonal,Holiday,Brand_15,22,4,7,61.6,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00074,Holiday Product 00074,Seasonal,Holiday,Brand_17,4,3,3,28.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00110,Cleaning Product 00110,Household,Cleaning,Brand_08,23,5,9,46.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00020,Cleaning Product 00020,Household,Cleaning,Brand_16,3,1,3,9.3,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00008,Personal Care Product 00008,Health_Beauty,Personal Care,Brand_02,26,40,47,9.6,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00076,Beverages Product 00076,Grocery,Beverages,Brand_02,3,2,6,3.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00051,Paper Goods Product 00051,Household,Paper Goods,Brand_06,4,2,3,22.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00032,Snacks Product 00032,Grocery,Snacks,Brand_12,24,15,16,23.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00022,Laundry Product 00022,Household,Laundry,Brand_13,4,1,3,37.3,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00102,Small Devices Product 00102,Electronics,Small Devices,Brand_13,32,19,18,34.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00092,Snacks Product 00092,Grocery,Snacks,Brand_01,8,5,7,11.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00150,Garden Product 00150,Seasonal,Garden,Brand_19,1,0,3,4.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00027,Small Devices Product 00027,Electronics,Small Devices,Brand_10,40,12,13,38.6,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00004,Pantry Product 00004,Grocery,Pantry,Brand_20,19,3,6,66.5,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00045,Garden Product 00045,Seasonal,Garden,Brand_11,17,7,6,39.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00113,Personal Care Product 00113,Health_Beauty,Personal Care,Brand_06,7,1,3,32.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00132,Small Devices Product 00132,Electronics,Small Devices,Brand_24,13,6,6,40.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00015,Garden Product 00015,Seasonal,Garden,Brand_22,18,13,11,31.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00087,Small Devices Product 00087,Electronics,Small Devices,Brand_26,52,6,22,44.1,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00003,Dairy Product 00003,Grocery,Dairy,Brand_09,12,2,6,19.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00030,Garden Product 00030,Seasonal,Garden,Brand_22,64,9,22,47.2,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00145,Skin Care Product 00145,Health_Beauty,Skin Care,Brand_07,10,3,3,56.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00148,Outdoor Product 00148,Seasonal,Outdoor,Brand_27,43,16,24,20.1,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00096,Paper Goods Product 00096,Household,Paper Goods,Brand_06,2,0,3,11.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00141,Paper Goods Product 00141,Household,Paper Goods,Brand_08,10,1,3,46.7,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00121,Beverages Product 00121,Grocery,Beverages,Brand_05,6,1,6,18.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00013,Outdoor Product 00013,Seasonal,Outdoor,Brand_19,4,9,18,4.1,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00139,Pantry Product 00139,Grocery,Pantry,Brand_22,85,13,32,46.7,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00002,Snacks Product 00002,Grocery,Snacks,Brand_09,58,9,22,22.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00041,Accessories Product 00041,Electronics,Accessories,Brand_01,6,2,3,33.6,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00061,Beverages Product 00061,Grocery,Beverages,Brand_10,11,21,20,7.0,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00138,Dairy Product 00138,Grocery,Dairy,Brand_09,127,16,48,50.8,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST006,West,SKU00026,Accessories Product 00026,Electronics,Accessories,Brand_16,46,10,26,22.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
