edge_id,source_memory_id,source_entity_type,edge_type,target_memory_id,target_entity_type,evidence_id,valid_from_utc,claim_boundary
EDGE_48c57910b029,INV_83c7a304c26b,InventoryAction,REQUIRES_REVIEW,human_approval_required,GovernanceRule,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Review edge prevents auto-execution from advisory memory.
EDGE_56984a67ecfc,INV_6cf7471d50ab,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_3cf7b2164664,INV_be9f1e0c4417,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_09136d83d58a,INV_7ac0697baca4,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_a5c33cb30528,INV_0743c7da6b0e,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_1add9cfbf542,INV_6e520046ebee,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_0e847bee2c43,INV_f578d4a444f4,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_a6e7a321ee73,INV_6941d242f993,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_fd26e0a9c2d9,INV_ac38529f418b,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_2d071bd59c9d,INV_9ffe0a480c2f,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_0fcc990da221,INV_f1c646692b63,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_7bfc712e5066,INV_b566c11e0bda,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_1c48f5132402,INV_de3fe8525258,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_af0ce1c2640d,INV_75c87418a95b,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_498deb1c6474,INV_efb39718544d,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_6eced8c16bb9,INV_57a8151b212c,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_ff1ca91e56ff,INV_efa42bed28c5,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_059fbb077248,INV_8474601ab738,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_17fc111ebb56,INV_82e683626002,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_1ea652790f40,INV_4ba7d75fa805,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_220840feb160,INV_b16a878dc6cf,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_377db3bdee46,INV_4f09e2ed9e73,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_e5239903fa50,INV_f66a24c180b9,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_e48e6f7f2a89,INV_78a5bcdde253,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_2a6a7a3100aa,INV_ff7efe3dce2e,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_367f4a4cbdcb,INV_2c13aa31320c,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_461c49557cbf,INV_4b743e526228,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_7474ffea9381,INV_3c0efeef56ba,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_90bfb2e6a221,INV_f66c62dbee1e,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_49259adddc23,INV_91e9a74a5cf2,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_a6772a1bfbd5,INV_aee996c620d2,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_815f5f455645,INV_e7401e1c2151,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_eccb36a00cb7,INV_21e774f47785,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_50fc4e6e0b25,INV_21e774f47785,InventoryAction,REQUIRES_REVIEW,human_approval_required,GovernanceRule,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Review edge prevents auto-execution from advisory memory.
EDGE_e036e4f96758,INV_590f14cf3060,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_8b737fcd6afe,INV_2c7f01a906df,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_468ad62f56e7,INV_2c7f01a906df,InventoryAction,REQUIRES_REVIEW,human_approval_required,GovernanceRule,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Review edge prevents auto-execution from advisory memory.
EDGE_aa4274aec76b,INV_3fe8ecc5148d,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_59c6f52083b1,INV_09e0b7fd23dc,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_e133c5951028,INV_878757a6ea2f,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_e1341e7d170f,INV_1abdd6f0e517,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_e999622498de,INV_1abdd6f0e517,InventoryAction,REQUIRES_REVIEW,human_approval_required,GovernanceRule,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Review edge prevents auto-execution from advisory memory.
EDGE_24358ace19b4,INV_da1717129343,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_c52331a1b4ea,INV_cb960d8b1641,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_34fd414ce150,INV_d8ef31cf541f,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_40c90eadc3ea,INV_e64639b9fe38,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_437271fcbce6,CLAIM_8a0207255abf,BusinessClaim,SUPPORTED_BY,evidence_fabric_live_manifest,EvidenceRef,evidence_fabric_live_manifest,2026-05-26T15:20:31+00:00,Claim edge prevents unsupported wording from being treated as fact.
EDGE_0f099b1c2abf,CLAIM_af5bb952c53f,BusinessClaim,LIMITED_BY,evidence_fabric_live_proof,EvidenceRef,evidence_fabric_live_proof,2026-05-26T15:20:31+00:00,Claim edge prevents unsupported wording from being treated as fact.
EDGE_dffc4357aa9e,CLAIM_fda571c82e24,BusinessClaim,LIMITED_BY,evidence_data_quality,EvidenceRef,evidence_data_quality,2026-05-26T15:20:31+00:00,Claim edge prevents unsupported wording from being treated as fact.
EDGE_7943b7867193,CLAIM_2bd95d70d6c6,BusinessClaim,SUPPORTED_BY,evidence_model_comparison,EvidenceRef,evidence_model_comparison,2026-05-26T15:20:31+00:00,Claim edge prevents unsupported wording from being treated as fact.
EDGE_1870dc33903c,CLAIM_2b25b56f8ae1,BusinessClaim,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Claim edge prevents unsupported wording from being treated as fact.
EDGE_0c1755be8e95,CLAIM_d0fdf458bb03,BusinessClaim,LIMITED_BY,evidence_data_quality,EvidenceRef,evidence_data_quality,2026-05-26T15:20:31+00:00,Claim edge prevents unsupported wording from being treated as fact.
EDGE_05342f47ce9a,CLAIM_77b442079a67,BusinessClaim,SUPPORTED_BY,evidence_data_quality,EvidenceRef,evidence_data_quality,2026-05-26T15:20:31+00:00,Claim edge prevents unsupported wording from being treated as fact.
